pope,title,subtitle,published_date,doc_type,format,link,source,pope_url,notes
Bl. Pius IX,Quod Nunquam,,1875-02-08,document,html,https://www.papalencyclicals.net/pius09/p9quodnu.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Graves Ac Diuturnae,,1875-03-23,document,html,https://www.papalencyclicals.net/pius09/p9graves.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Bl. Pius IX,Dives In Misericordia Deus,,1877-11-16,document,html,https://www.papalencyclicals.net/pius09/dives-misericordia-deus.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius09,
Boniface VIII,Unam Sanctam,,1302-11-18,document,html,https://www.papalencyclicals.net/bon08/b8unam.htm,papalencyclicals,https://www.papalencyclicals.net/category/bon08,
Clement V,Exivi de paradiso,,1305-06-05,document,html,https://www.papalencyclicals.net/clem05/exivi-e.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem05,
Clement VIII,Ex Supernae Dispositionis Arbitrio,,1595-10-07,document,html,https://www.papalencyclicals.net/clem08/clem8exsuper.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem08,
Clement XI,Unigenitus,,1713-09-08,document,html,https://www.papalencyclicals.net/clem11/c11unige.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem11,
Clement XII,In eminenti,,1738-04-28,document,html,https://www.papalencyclicals.net/clem12/c12inemengl.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem12,
Clement XIII,Venimus in altitudinem,,1758-09-11,document,html,https://www.papalencyclicals.net/clem13/venimus-in-altitudinem.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem13,
Clement XIII,A Quo Die,,1758-09-13,document,html,https://www.papalencyclicals.net/clem13/c13aquod.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem13,
Clement XIII,Pastoralis officii,,1759-03-21,document,html,https://www.papalencyclicals.net/clem13/pastoralis-officii.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem13,
Clement XIII,Cum Primum,,1759-09-17,document,html,https://www.papalencyclicals.net/clem13/c13cumpr.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem13,
Clement XIII,Appetente Sacro,,1759-12-20,document,html,https://www.papalencyclicals.net/clem13/c13appet.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem13,
Clement XIII,In Dominico Agro,,1761-06-14,document,html,https://www.papalencyclicals.net/clem13/c13indom.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem13,
Clement XIII,Quanto in dolore,,1762-06-09,document,html,https://www.papalencyclicals.net/clem13/quanto-in-dolore.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem13,
Clement XIII,Ubi primum accepimus,,1764-01-14,document,html,https://www.papalencyclicals.net/clem13/ubi-primum-accepimus.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem13,
Clement XIII,Quanta auxilii,,1765-05-08,document,html,https://www.papalencyclicals.net/clem13/quanta-auxilii.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem13,
Clement XIII,Quam graviter,,1766-06-25,document,html,https://www.papalencyclicals.net/clem13/quam-graviter.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem13,
Clement XIII,Christianae Reipublicae,,1766-11-25,document,html,https://www.papalencyclicals.net/clem13/c13chris.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem13,
Clement XIII,Summa Quae,,1768-01-06,document,html,https://www.papalencyclicals.net/clem13/c13summa.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem13,
Clement XIII,Accedamus cum fiducia,,1768-06-25,document,html,https://www.papalencyclicals.net/clem13/accedamus-cum-fiducia.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem13,
Clement XIV,Decet Quam Maxime,,1769-09-21,document,html,https://www.papalencyclicals.net/clem14/c14decet.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem14,
Clement XIV,Cum Summi,,1769-12-12,document,html,https://www.papalencyclicals.net/clem14/c14cumsu.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem14,
Clement XIV,Inscrutabili Divinae Sapientiae,,1769-12-12,document,html,https://www.papalencyclicals.net/clem14/c14inscr.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem14,
Clement XIV,Salutis Nostrae,,1774-04-30,document,html,https://www.papalencyclicals.net/clem14/c14salut.htm,papalencyclicals,https://www.papalencyclicals.net/category/clem14,
Eugene IV,Sicut Dudum,,1435-01-13,document,html,https://www.papalencyclicals.net/eugene04/eugene04sicut.htm,papalencyclicals,https://www.papalencyclicals.net/category/eugene04,
Francis,Lumen Fidei,The Light of Faith,2013-06-29,encyclical,html,http://w2.vatican.va/content/francesco/en/encyclicals/documents/papa-francesco_20130629_enciclica-lumen-fidei.html,vatican,https://www.papalencyclicals.net/franc,
Francis,Evangelii Gaudium,The Joy of the Gospel,2013-11-24,other,html,http://w2.vatican.va/content/francesco/en/apost_exhortations/documents/papa-francesco_esortazione-ap_20131124_evangelii-gaudium.html,vatican,https://www.papalencyclicals.net/franc,
Francis,Laudato si‘,Praise be to you – On Care For Our Common Home,2015-05-24,encyclical,html,http://w2.vatican.va/content/francesco/en/encyclicals/documents/papa-francesco_20150524_enciclica-laudato-si.html,vatican,https://www.papalencyclicals.net/franc,
Francis,Amoris laetitia,,2016-03-19,other,html,http://w2.vatican.va/content/francesco/en/apost_exhortations/documents/papa-francesco_esortazione-ap_20160319_amoris-laetitia.html,vatican,https://www.papalencyclicals.net/franc,
Francis,Misericordia et Misera,Mercy and Peace,2016-11-20,other,html,http://w2.vatican.va/content/francesco/en/apost_letters/documents/papa-francesco-lettera-ap_20161120_misericordia-et-misera.html,vatican,https://www.papalencyclicals.net/franc,
Francis,Placuit Deo,Congregation for the Doctrine of the Faith,2018-02-22,other,html,http://www.vatican.va/roman_curia/congregations/cfaith/documents/rc_con_cfaith_doc_20180222_placuit-deo_en.html,vatican,https://www.papalencyclicals.net/franc,
Francis,Fratelli tutti,On Fraternity and Social Friendship,2020-10-03,encyclical,html,http://www.vatican.va/content/francesco/en/encyclicals/documents/papa-francesco_20201003_enciclica-fratelli-tutti.html,vatican,https://www.papalencyclicals.net/franc,
Francis,Dilexit Nos,On the Human and Divine Love of the Heart of Jesus Christ,2024-10-24,encyclical,html,https://www.vatican.va/content/francesco/en/encyclicals/documents/20241024-enciclica-dilexit-nos.html,vatican,https://www.papalencyclicals.net/franc,
Gregory IX,Mira Circa Nos,,1228-07-16,document,html,https://www.papalencyclicals.net/greg09/g9mira.htm,papalencyclicals,https://www.papalencyclicals.net/category/greg09,
Gregory X,Papal Protection of the Jews,,1271-09-01,document,html,https://www.papalencyclicals.net/greg10/g10jprot.htm,papalencyclicals,https://www.papalencyclicals.net/category/greg10,
Gregory XIII,Inter Gravissimas,,1581-02-24,document,html,https://www.papalencyclicals.net/greg13/inter-gravissimas.htm,papalencyclicals,https://www.papalencyclicals.net/greg13,
Gregory XVI,Summo Iugiter Studio,,1832-05-27,document,html,https://www.papalencyclicals.net/greg16/g16summo.htm,papalencyclicals,https://www.papalencyclicals.net/category/greg16,
Gregory XVI,Cum Primum,,1832-06-09,document,html,https://www.papalencyclicals.net/greg16/g16cumpr.htm,papalencyclicals,https://www.papalencyclicals.net/category/greg16,
Gregory XVI,Mirari Vos,,1832-08-15,document,html,https://www.papalencyclicals.net/greg16/g16mirar.htm,papalencyclicals,https://www.papalencyclicals.net/category/greg16,
Gregory XVI,Quo Graviora,,1833-10-04,document,html,https://www.papalencyclicals.net/greg16/g16quogr.htm,papalencyclicals,https://www.papalencyclicals.net/category/greg16,
Gregory XVI,Singulari Nos,,1834-06-25,document,html,https://www.papalencyclicals.net/greg16/g16singu.htm,papalencyclicals,https://www.papalencyclicals.net/category/greg16,
Gregory XVI,Commissum Divinitus,,1835-05-17,document,html,https://www.papalencyclicals.net/greg16/g16commi.htm,papalencyclicals,https://www.papalencyclicals.net/category/greg16,
Gregory XVI,In Supremo Apostolatus,,1839-12-03,document,html,https://www.papalencyclicals.net/greg16/g16sup.htm,papalencyclicals,https://www.papalencyclicals.net/category/greg16,
Gregory XVI,Probe Nostis,,1840-09-18,document,html,https://www.papalencyclicals.net/greg16/g16probe.htm,papalencyclicals,https://www.papalencyclicals.net/category/greg16,
Gregory XVI,Quas Vestro,,1841-04-30,document,html,https://www.papalencyclicals.net/greg16/g16quasv.htm,papalencyclicals,https://www.papalencyclicals.net/category/greg16,
Gregory XVI,Inter Praecipuas,,1844-05-08,document,html,https://www.papalencyclicals.net/greg16/g16inter.htm,papalencyclicals,https://www.papalencyclicals.net/category/greg16,
Honorious III,Solet Annuere,,1226-11-29,document,html,https://www.papalencyclicals.net/hon03/regula-e.htm,papalencyclicals,https://www.papalencyclicals.net/category/hon03,
Innocent IV,Quae Honorem Conditoris Omnium,,1243-06-25,document,html,https://www.papalencyclicals.net/innoc04/i4carmrl.htm,papalencyclicals,https://www.papalencyclicals.net/category/innoc04,
Innocent XI,Sollicitudo pastoralis,,1679-11-20,document,html,https://www.papalencyclicals.net/innoc11/soll-l.htm,papalencyclicals,https://www.papalencyclicals.net/category/innoc11,
Innocent XI,Coelestis Pastor,,1687-11-20,document,html,https://www.papalencyclicals.net/innoc11/i11coel.htm,papalencyclicals,https://www.papalencyclicals.net/category/innoc11,
John XXII,Quia quorundam,,1316-12-04,document,html,https://www.papalencyclicals.net/john22/qquor-e.htm,papalencyclicals,https://www.papalencyclicals.net/category/john22,
John XXII,Summa providit altitudo consilii,,1333-12-02,document,html,https://www.papalencyclicals.net/john22/j22summa-l.htm,papalencyclicals,https://www.papalencyclicals.net/category/john22,
Leo X,Exsurge Domine,,1520-06-15,document,html,https://www.papalencyclicals.net/leo10/l10exdom.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo10,
Leo X,Decet Romanum Pontificem,,1521-01-03,document,html,https://www.papalencyclicals.net/leo10/l10decet.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo10,
Leo XII,Ubi Primum,,1824-05-05,document,html,https://www.papalencyclicals.net/leo12/l12ubipr.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo12,
Leo XII,Quod Hoc Ineunte,,1824-05-24,document,html,https://www.papalencyclicals.net/leo12/l12quodh.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo12,
Leo XII,Charitate Christi,,1825-12-25,document,html,https://www.papalencyclicals.net/leo12/l12chari.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo12,
Leo XII,Quo Graviora,,1826-03-13,document,html,https://www.papalencyclicals.net/leo12/l12quogr.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo12,
Leo XII,Quanta laetitia,,1827-02-13,document,html,https://www.papalencyclicals.net/leo12/quanta-laetitia.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo12,
Leo XIII,Inscrutabili Dei Consilio,,1878-04-21,document,html,https://www.papalencyclicals.net/leo13/l13evl.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Quod Apostolici Muneris,,1878-12-28,document,html,https://www.papalencyclicals.net/leo13/l13apost.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Aeterni Patris,,1879-08-04,document,html,https://www.papalencyclicals.net/leo13/l13cph.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Arcanum,,1880-02-10,document,html,https://www.papalencyclicals.net/leo13/l13cmr.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Grande Munus,,1880-09-30,document,html,https://www.papalencyclicals.net/leo13/l13cym.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Sancta Dei Civitas,,1880-12-03,document,html,https://www.papalencyclicals.net/leo13/l13mis.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Diuturnum,,1881-06-29,document,html,https://www.papalencyclicals.net/leo13/l13civ.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Licet Multa,,1881-08-03,document,html,https://www.papalencyclicals.net/leo13/l13bel.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Etsi Nos,,1882-02-15,document,html,https://www.papalencyclicals.net/leo13/l13itl.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Auspicato Concessum,,1882-09-17,document,html,https://www.papalencyclicals.net/leo13/l13frc.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Cum Multa,,1882-12-08,document,html,https://www.papalencyclicals.net/leo13/l13spn.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Misericors Dei Filius,,1883-05-30,document,html,https://www.papalencyclicals.net/leo13/misericors-dei-filius.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Supremi Apostolatus Officio,,1883-09-01,document,html,https://www.papalencyclicals.net/leo13/l13supre.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Nobilissima Gallorum Gens,,1884-02-08,document,html,https://www.papalencyclicals.net/leo13/l13cfn.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Humanum Genus,,1884-04-20,document,html,https://www.papalencyclicals.net/leo13/l13human.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Superiore Anno,,1884-08-30,document,html,https://www.papalencyclicals.net/leo13/l13ro4.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Immortale Dei,,1885-11-01,document,html,https://www.papalencyclicals.net/leo13/l13sta.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Spectata Fides,,1885-11-27,document,html,https://www.papalencyclicals.net/leo13/l13edu.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Quod Auctoritate,,1885-12-22,document,html,https://www.papalencyclicals.net/leo13/l13jub.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Iampridem,,1886-01-06,document,html,https://www.papalencyclicals.net/leo13/l13ger.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Quod Multum,,1886-08-22,document,html,https://www.papalencyclicals.net/leo13/l13lib.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Pergrata,,1886-09-14,document,html,https://www.papalencyclicals.net/leo13/l13por.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Vi E Ben Noto,,1887-09-20,document,html,https://www.papalencyclicals.net/leo13/l13ros.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Officio Sanctissimo,,1887-12-22,document,html,https://www.papalencyclicals.net/leo13/l13bav.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Quod Anniversarius,,1888-04-01,document,html,https://www.papalencyclicals.net/leo13/l13ann.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,In Plurimis,,1888-05-05,document,html,https://www.papalencyclicals.net/leo13/l13abl.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Libertas Praestantissimum,,1888-06-20,document,html,https://www.papalencyclicals.net/leo13/l13liber.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Saepe Nos,,1888-06-24,document,html,https://www.papalencyclicals.net/leo13/l13bct.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Quam Aerumnosa,,1888-12-10,document,html,https://www.papalencyclicals.net/leo13/l13imi.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Etsi Cunctas,,1888-12-21,document,html,https://www.papalencyclicals.net/leo13/l13ire.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Exeunte Iam Anno,,1888-12-25,document,html,https://www.papalencyclicals.net/leo13/l13rgt.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Magni Nobis,,1889-03-07,document,html,https://www.papalencyclicals.net/leo13/l13cat.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Quamquam Pluries,,1889-08-15,document,html,https://www.papalencyclicals.net/leo13/13jos.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Sapientiae Christianae,,1890-01-10,document,html,https://www.papalencyclicals.net/leo13/l13sapie.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Dall’alto Dell’apostolico Seggio,,1890-10-15,document,html,https://www.papalencyclicals.net/leo13/l13ms1.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Catholicae Ecclesiae,,1890-11-20,document,html,https://www.papalencyclicals.net/leo13/l13slv.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,In Ipso,,1891-03-03,document,html,https://www.papalencyclicals.net/leo13/l13aus.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Rerum Novarum,,1891-05-15,document,html,https://www.papalencyclicals.net/leo13/l13rerum.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Pastoralis,,1891-06-25,document,html,https://www.papalencyclicals.net/leo13/l13relun.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Pastoralis Officii,,1891-09-12,document,html,https://www.papalencyclicals.net/leo13/l13dul.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Octobri Mense,,1891-09-22,document,html,https://www.papalencyclicals.net/leo13/l13ro1.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Au Milieu Des Sollicitudes,,1892-02-16,document,html,https://www.papalencyclicals.net/leo13/l13cst.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Quarto Abeunte Saeculo,,1892-07-16,document,html,https://www.papalencyclicals.net/leo13/l13col.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Magnae Dei Matris,,1892-09-08,document,html,https://www.papalencyclicals.net/leo13/l13ro2.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Custodi Di Quella Fede,,1892-11-08,document,html,https://www.papalencyclicals.net/leo13/l13ms3.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Inimica Vis,,1892-12-08,document,html,https://www.papalencyclicals.net/leo13/l13ms4.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Ad Extremas,,1893-06-24,document,html,https://www.papalencyclicals.net/leo13/l13nat.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Constanti Hungarorum,,1893-09-02,document,html,https://www.papalencyclicals.net/leo13/l13hun.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Laetitiae Sanctae,,1893-09-08,document,html,https://www.papalencyclicals.net/leo13/l13ro3.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Providentissimus Deus,,1893-11-18,document,html,https://www.papalencyclicals.net/leo13/l13provi.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Praeclara Gratulationis Publicae,,1894-06-20,document,html,https://www.papalencyclicals.net/leo13/l13praec.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Litteras A Vobis,,1894-07-02,document,html,https://www.papalencyclicals.net/leo13/l13brz.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Iucunda Semper Expectatione,,1894-09-08,document,html,https://www.papalencyclicals.net/leo13/l13ro5.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Orientalium Dignitas,,1894-11-30,document,html,https://www.papalencyclicals.net/leo13/l13orient.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Christi Nomen,,1894-12-24,document,html,https://www.papalencyclicals.net/leo13/l13eas.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Longinqua,,1895-01-06,document,html,https://www.papalencyclicals.net/leo13/longinqua.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Amantissimae Voluntatis,,1895-04-27,document,html,https://www.papalencyclicals.net/leo13/l13amantissima.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Permoti Nos,,1895-07-10,document,html,https://www.papalencyclicals.net/leo13/l13permo.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Adiutricem,,1895-09-05,document,html,https://www.papalencyclicals.net/leo13/l13adiut.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Insignes,,1896-05-01,document,html,https://www.papalencyclicals.net/leo13/l13insig.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Satis Cognitum,,1896-06-29,document,html,https://www.papalencyclicals.net/leo13/l13satis.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Apostolicae Curae,,1896-09-15,document,html,https://www.papalencyclicals.net/leo13/l13curae.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Fidentem Piumque Animum,,1896-09-20,document,html,https://www.papalencyclicals.net/leo13/l13fiden.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Divinum Illud Munus,,1897-05-09,document,html,https://www.papalencyclicals.net/leo13/l13divin.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Militantis Ecclesiae,,1897-08-01,document,html,https://www.papalencyclicals.net/leo13/l13milit.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Augustissimae Virginis Mariae,,1897-09-12,document,html,https://www.papalencyclicals.net/leo13/l13augus.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Affari Vos,,1897-12-08,document,html,https://www.papalencyclicals.net/leo13/l13affar.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Caritatis Studium,,1898-06-25,document,html,https://www.papalencyclicals.net/leo13/l13carit.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Spesse Volte,,1898-08-05,document,html,https://www.papalencyclicals.net/leo13/l13spess.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Quam Religiosa,,1898-08-16,document,html,https://www.papalencyclicals.net/leo13/l13quamr.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Diuturni Temporis,,1898-09-05,document,html,https://www.papalencyclicals.net/leo13/l13diutu.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Quum Diuturnum,,1898-12-25,document,html,https://www.papalencyclicals.net/leo13/l13quumd.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Testem Benevolentiae Nostrae,,1899-01-22,document,html,https://www.papalencyclicals.net/leo13/l13teste.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Annum Sacrum,,1899-05-25,document,html,https://www.papalencyclicals.net/leo13/l13annum.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Depuis Le Jour,,1899-09-08,document,html,https://www.papalencyclicals.net/leo13/l13depui.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Paternae,,1899-09-18,document,html,https://www.papalencyclicals.net/leo13/l13pater.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Omnibus Compertum,,1900-07-21,document,html,https://www.papalencyclicals.net/leo13/l13compe.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
Leo XIII,Tametsi Futura Prospicientibus,,1900-11-01,document,html,https://www.papalencyclicals.net/leo13/l13tamet.htm,papalencyclicals,https://www.papalencyclicals.net/category/leo13,
