pope,title,subtitle,published_date,doc_type,format,link,source,pope_url,notes
Pius XII,Summi Maeroris,,1950-07-19,document,html,https://www.papalencyclicals.net/pius12/p12maero.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Humani Generis,,1950-08-12,document,html,https://www.papalencyclicals.net/pius12/p12human.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Menti Nostrae,,1950-09-23,document,html,https://www.papalencyclicals.net/pius12/p12clerg.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Munificentissimus Deus,,1950-10-01,document,html,https://www.papalencyclicals.net/pius12/p12munif.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Mirabile Illud,,1950-12-06,document,html,https://www.papalencyclicals.net/pius12/p12mirab.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Evangelii Praecones,,1951-06-02,document,html,https://www.papalencyclicals.net/pius12/p12evang.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Ingruentium Malorum,,1951-08-15,document,html,https://www.papalencyclicals.net/pius12/p12ingru.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Sempiternus Rex Christus,,1951-09-08,document,html,https://www.papalencyclicals.net/pius12/p12sempi.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Counsel To Teaching Sisters,,1951-09-15,document,html,https://www.papalencyclicals.net/pius12/p12tchrs.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Address to Midwives on the Nature of Their Profession,,1951-10-29,document,html,https://www.papalencyclicals.net/pius12/p12midwives.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,The Proofs For The Existence Of God In The Light Of Modern Natural Science,,1951-11-22,document,html,https://www.papalencyclicals.net/pius12/p12exist.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,The Function Of Art,,1952-04-08,document,html,https://www.papalencyclicals.net/pius12/p12art.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Exsul Familia Nazarethana,,1952-08-01,document,html,https://www.papalencyclicals.net/pius12/p12exsul.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,The Moral Limits Of Medical Research And Treatment,,1952-09-14,document,html,https://www.papalencyclicals.net/pius12/p12psych.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Christus Dominus,,1953-01-06,document,html,https://www.papalencyclicals.net/pius12/p12chdom.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,On Psychotherapy And Religion,,1953-04-13,document,html,https://www.papalencyclicals.net/pius12/p12psyre.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Doctor Mellifluus,,1953-05-24,document,html,https://www.papalencyclicals.net/pius12/p12docto.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Fulgens Corona,,1953-09-08,document,html,https://www.papalencyclicals.net/pius12/p12fulge.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Sacra Virginitas,,1954-03-25,document,html,https://www.papalencyclicals.net/pius12/p12sacra.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Si Diligis – Canonisation Of St Pius X,,1954-05-31,document,html,https://www.papalencyclicals.net/pius12/p12sidil.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Ecclesiae Fastos,,1954-06-05,document,html,https://www.papalencyclicals.net/pius12/p12fasto.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Ad Sinarum Gentem,,1954-10-07,document,html,https://www.papalencyclicals.net/pius12/p12sinar.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Ad Caeli Reginam,,1954-10-11,document,html,https://www.papalencyclicals.net/pius12/p12caeli.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Musicae Sacrae,,1955-12-25,document,html,https://www.papalencyclicals.net/pius12/p12music.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Haurietis Aquas,,1956-05-15,document,html,https://www.papalencyclicals.net/pius12/p12hauri.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Datis Nuperrime,,1956-10-05,document,html,https://www.papalencyclicals.net/pius12/p12datis.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Luctuosissimi Eventus,,1956-10-28,document,html,https://www.papalencyclicals.net/pius12/p12luctu.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Laetamur Admodum,,1956-11-01,document,html,https://www.papalencyclicals.net/pius12/p12laeta.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Sacram Communionem,,1957-03-19,document,html,https://www.papalencyclicals.net/pius12/p12fast.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Fidei Donum,,1957-04-21,document,html,https://www.papalencyclicals.net/pius12/p12fidei.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Invicti Athletae,,1957-05-16,document,html,https://www.papalencyclicals.net/pius12/p12invic.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Le Pelerinage De Lourdes,,1957-07-02,document,html,https://www.papalencyclicals.net/pius12/p12peler.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Miranda Prorsus,,1957-08-08,document,html,https://www.papalencyclicals.net/pius12/p12miran.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Guiding Principles Of The Lay Apostolate,,1957-10-05,document,html,https://www.papalencyclicals.net/pius12/p12layap.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,The States Of Perfection,,1957-12-12,document,html,https://www.papalencyclicals.net/pius12/p12perf.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Applied Psychology,,1958-04-10,document,html,https://www.papalencyclicals.net/pius12/p12appsy.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Ad Apostolorum Principis,,1958-06-29,document,html,https://www.papalencyclicals.net/pius12/p12apost.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Pius XII,Meminisse Iuvat,,1958-07-14,document,html,https://www.papalencyclicals.net/pius12/p12memin.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius12,
Sixtus IV,Superna Caelestis,,2017-06-16,document,html,https://www.papalencyclicals.net/sixtus04/superna-caelestis.htm,papalencyclicals,https://www.papalencyclicals.net/category/sixtus04,
Sixtus V,Triumphantis Hierusalem,,1590-03-03,document,html,https://www.papalencyclicals.net/sixtus05/triumph.htm,papalencyclicals,https://www.papalencyclicals.net/category/sixtus05,
St. John Paul II,Redemptor Hominis,The Redeemer of Man,1979-03-04,encyclical,html,http://www.vatican.va/holy_father/john_paul_ii/encyclicals/documents/hf_jp-ii_enc_04031979_redemptor-hominis_en.html,vatican,https://www.papalencyclicals.net/jp02,
St. John Paul II,Sapientia Christiana,On Ecclesiastical Universities and Faculties,1979-04-15,other,html,http://w2.vatican.va/content/john-paul-ii/en/apost_letters/1987/documents/hf_jp-ii_apl_05061987_sescentesima-anniversaria.html,vatican,https://www.papalencyclicals.net/jp02,deduped
St. John Paul II,Catechesi Tradendae,Catechesis in our Time,1979-10-16,other,html,http://w2.vatican.va/content/john-paul-ii/en/apost_letters/1998/documents/hf_jp-ii_apl_05071998_dies-domini.html,vatican,https://www.papalencyclicals.net/jp02,deduped
St. John Paul II,Inaestamabile Donum,The Instruction Concerning Worship of the Eucharistic Mystery,1980-04-17,other,html,http://w2.vatican.va/content/john-paul-ii/en/letters/1994/documents/hf_jp-ii_let_02021994_families.html,vatican,https://www.papalencyclicals.net/jp02,deduped
St. John Paul II,Inaestimabile Donum,,1980-04-17,document,html,https://www.papalencyclicals.net/jp02/inaestimabile-donum.htm,papalencyclicals,https://www.papalencyclicals.net/jp02,
St. John Paul II,A Concilio Constantinopolitano I,On the Anniversaries of the First Council of Constantinople and the Council of Ephesus,1981-03-25,other,html,http://w2.vatican.va/content/john-paul-ii/en/apost_letters/1981/documents/hf_jp-ii_apl_25031981_a-concilio-constantinopolitano-i.html,vatican,https://www.papalencyclicals.net/jp02,
St. John Paul II,Laborem Exercens,On Human Work,1981-09-14,encyclical,html,http://www.vatican.va/holy_father/john_paul_ii/encyclicals/documents/hf_jp-ii_enc_14091981_laborem-exercens_en.html,vatican,https://www.papalencyclicals.net/jp02,
St. John Paul II,Magnum Matrimonii Sacramentum,The Great Sacrament of Matrimony,1982-10-07,other,html,http://web.archive.org/web/20080127190607/http:/www.jp2institute.org/pletter1.html,papalencyclicals,https://www.papalencyclicals.net/jp02,
St. John Paul II,Sacrae Disciplinae Leges,For the Promulgation of the New Code of Canon Law,1983-01-25,other,html,http://w2.vatican.va/content/john-paul-ii/en/apost_letters/1984/documents/hf_jp-ii_apl_11021984_salvifici-doloris.html,vatican,https://www.papalencyclicals.net/jp02,deduped
St. John Paul II,Slavorum Apostoli,In commemoration of the Sts. Cyril and Methodius,1985-06-02,encyclical,html,http://www.vatican.va/holy_father/john_paul_ii/encyclicals/documents/hf_jp-ii_enc_19850602_slavorum-apostoli_en.html,vatican,https://www.papalencyclicals.net/jp02,
St. John Paul II,Address of Pope John Paul II to the Tribunal of the Roman Rota,,1987-02-05,other,html,https://web.archive.org/web/20170621053905/http:/fjp2.com/us/john-paul-ii/online-library/speeches/6489-address-of-john-paul-ii-to-the-tribunal-of-the-roman-rota-february-1987-,papalencyclicals,https://www.papalencyclicals.net/jp02,
St. John Paul II,Redemptoris Mater,Mother of the Redeemer,1987-03-25,encyclical,html,http://www.vatican.va/holy_father/john_paul_ii/encyclicals/documents/hf_jp-ii_enc_25031987_redemptoris-mater_en.html,vatican,https://www.papalencyclicals.net/jp02,
St. John Paul II,Sollicitudo Rei Socialis,On Social Concerns,1987-12-30,encyclical,html,http://www.vatican.va/holy_father/john_paul_ii/encyclicals/documents/hf_jp-ii_enc_30121987_sollicitudo-rei-socialis_en.html,vatican,https://www.papalencyclicals.net/jp02,
St. John Paul II,Pastor Bonus,Norms for the Roman Curia,1988-06-28,other,html,http://w2.vatican.va/content/john-paul-ii/en/apost_letters/2002/documents/hf_jp-ii_apl_20021016_rosarium-virginis-mariae.html,vatican,https://www.papalencyclicals.net/jp02,deduped
St. John Paul II,Ecclesia Dei,On the Church in Africa,1988-07-02,other,html,http://w2.vatican.va/content/john-paul-ii/en/apost_letters/1995/documents/hf_jp-ii_apl_19951112_iv-cent-union-brest.html,vatican,https://www.papalencyclicals.net/jp02,deduped
St. John Paul II,Redemptoris Missio,On the Permanent Validity of the Church's Missionary Mandate,1990-12-07,encyclical,html,http://www.vatican.va/holy_father/john_paul_ii/encyclicals/documents/hf_jp-ii_enc_07121990_redemptoris-missio_en.html,vatican,https://www.papalencyclicals.net/jp02,
St. John Paul II,Centesimus Annus,On the 100th anniversary of Pope Leo XIII’s Rerum Novarum – On Capitol and Labor; On Catholic social teaching,1991-05-01,encyclical,html,https://www.vatican.va/content/john-paul-ii/en/encyclicals/documents/hf_jp-ii_enc_01051991_centesimus-annus.html,vatican,https://www.papalencyclicals.net/jp02,deduped
St. John Paul II,Veritatis Splendor,The Splendor of Truth - Regarding Certain Fundamental Questions of the Church's Moral Teaching,1993-08-06,encyclical,html,http://www.vatican.va/holy_father/john_paul_ii/encyclicals/documents/hf_jp-ii_enc_06081993_veritatis-splendor_en.html,vatican,https://www.papalencyclicals.net/jp02,
St. John Paul II,Ordinatio Sacerdotalis,On Reserving Priestly Ordination of Men Alone,1994-05-22,other,html,https://www.vatican.va/content/john-paul-ii/en/apost_letters/1994/documents/hf_jp-ii_apl_19940522_ordinatio-sacerdotalis.html,vatican,https://www.papalencyclicals.net/jp02,
St. John Paul II,Speeches,As the Third Millenium Draws Near,1994-11-10,other,html,http://w2.vatican.va/content/john-paul-ii/en/speeches.html,vatican,https://www.papalencyclicals.net/jp02,
St. John Paul II,Tertio Millennio Adveniente,As the Third Millenium Draws Near,1994-11-10,other,html,https://www.vatican.va/content/john-paul-ii/en/apost_letters/1994/documents/hf_jp-ii_apl_19941110_tertio-millennio-adveniente.html,vatican,https://www.papalencyclicals.net/jp02,
St. John Paul II,Evangelium Vitae,The Gospel of Life,1995-03-25,encyclical,html,http://w2.vatican.va/content/john-paul-ii/en/encyclicals/documents/hf_jp-ii_enc_14091998_fides-et-ratio.html,vatican,https://www.papalencyclicals.net/jp02,deduped
St. John Paul II,Orientale Lumen,A Light from the East - On the Eastern Church,1995-05-02,other,html,https://www.vatican.va/content/john-paul-ii/en/apost_letters/1995/documents/hf_jp-ii_apl_19950502_orientale-lumen.html,vatican,https://www.papalencyclicals.net/jp02,
St. John Paul II,Ut Unum Sint,That they may be one - On Commitment to Ecumenism,1995-05-25,encyclical,html,http://www.vatican.va/holy_father/john_paul_ii/encyclicals/documents/hf_jp-ii_enc_25051995_ut-unum-sint_en.html,vatican,https://www.papalencyclicals.net/jp02,
St. John Paul II,Universi Dominici Gregis,On the Vacancy of the Apostolic See and the Election of the Roman Pontiff,1996-02-22,other,html,http://www.vatican.va/holy_father/john_paul_ii/apost_constitutions/documents/hf_jp-ii_apc_22021996_universi-dominici-gregis_en.html,vatican,https://www.papalencyclicals.net/jp02,
St. John Paul II,Vita Consecrata,On the Consecrated Life,1996-03-25,other,html,http://www.vatican.va/holy_father/john_paul_ii/apost_exhortations/documents/hf_jp-ii_exh_25031996_vita-consecrata_en.html,vatican,https://www.papalencyclicals.net/jp02,
St. John Paul II,The 350 Years of the Union of Uzhorod,On the Vacancy of the Apostolic See and the Election of the Roman Pontiff,1996-04-18,other,html,http://w2.vatican.va/content/john-paul-ii/en/apost_letters/1996/documents/hf_jp-ii_apl_19960418_union-uzhorod.html,vatican,https://www.papalencyclicals.net/jp02,
St. John Paul II,General Directory for Catechesis,The Instruction Concerning Worship of the Eucharistic Mystery,1997-08-07,other,html,http://w2.vatican.va/content/john-paul-ii/en/homilies.html,vatican,https://www.papalencyclicals.net/jp02,deduped
St. John Paul II,Divini Amoris Scientia,St. Therese of the Child Jesus and the Holy Face is Proclaimed a Doctor of the Church Universal,1997-10-19,other,html,http://w2.vatican.va/content/john-paul-ii/en/apost_letters/1997/documents/hf_jp-ii_apl_19101997_divini-amoris.html,vatican,https://www.papalencyclicals.net/jp02,
St. John Paul II,Theology of the Body,On the Vacancy of the Apostolic See and the Election of the Roman Pontiff,2000-06-20,other,html,http://w2.vatican.va/content/john-paul-ii/en/apost_letters/2000/documents/hf_jp-ii_apl_20000720_unione-romania-roma.html,vatican,https://www.papalencyclicals.net/jp02,deduped
St. John Paul II,Dominus Iesus,On the Unicity and Salvific Universality of Jesus Christ and the Church,2000-08-06,other,html,http://w2.vatican.va/content/john-paul-ii/en/apost_letters/1985/documents/hf_jp-ii_apl_31031985_dilecti-amici.html,vatican,https://www.papalencyclicals.net/jp02,deduped
St. John Paul II,Novo Millennio Ineunte,On the Beginning of the New Millennium,2001-01-06,other,html,http://w2.vatican.va/content/john-paul-ii/en/apost_letters/2001/documents/hf_jp-ii_apl_20010106_novo-millennio-ineunte.html,vatican,https://www.papalencyclicals.net/jp02,
St. John Paul II,Misericordia Dei,On Certain Aspects of the Celebration of the Sacrament of Penance,2002-04-07,other,html,http://w2.vatican.va/content/john-paul-ii/en/apost_letters/1988/documents/hf_jp-ii_apl_15081988_mulieris-dignitatem.html,vatican,https://www.papalencyclicals.net/jp02,deduped
St. John Paul II,Considerations Regarding Proposals To Give Legal Recognition To Unions Between Homosexual Persons,From the Offices of the Congregation for the Doctrine of the Faith,2003-06-03,other,html,http://www.vatican.va/roman_curia/congregations/cfaith/documents/rc_con_cfaith_doc_20030731_homosexual-unions_en.html,vatican,https://www.papalencyclicals.net/jp02,
St. Pius V,Consueverunt Romani,,1569-09-17,document,html,https://www.papalencyclicals.net/pius05/p5consue.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius05,
St. Pius V,Regnans in Excelsis,,1570-03-05,document,html,https://www.papalencyclicals.net/pius05/p5regnans.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius05,
St. Pius V,Quo Primum,,1570-07-14,document,html,https://www.papalencyclicals.net/pius05/p5quopri.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius05,
St. Pius V,Exponi nobis nuper,,1571-07-25,document,html,https://www.papalencyclicals.net/pius05/p5exponi.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius05,
St. Pius X,E Supremi,,1903-10-04,document,html,https://www.papalencyclicals.net/pius10/p10supre.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius10,
St. Pius X,Tra Le Sollecitudini,,1903-11-22,document,html,https://www.papalencyclicals.net/pius10/tra-le-sollecitudini.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius10,
St. Pius X,Ad Diem Illum Laetissimum,,1904-02-02,document,html,https://www.papalencyclicals.net/pius10/p10imcon.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius10,
St. Pius X,Iucunda Sane,,1904-03-12,document,html,https://www.papalencyclicals.net/pius10/p10greg.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius10,
St. Pius X,FOR THE FIFTIETH ANNIVERSARY OF THE PROCLAMATION OF THE DOGMA OF THE IMMACULATE CONCEPTION,,1904-12-12,document,html,https://www.papalencyclicals.net/pius10/p10aniv.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius10,
St. Pius X,Acerbo Nimis,,1905-04-15,document,html,https://www.papalencyclicals.net/pius10/p10chdoc.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius10,
St. Pius X,Il Fermo Proposito,,1905-06-11,document,html,https://www.papalencyclicals.net/pius10/p10fermo.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius10,
St. Pius X,Vehementer Nos,,1906-02-11,document,html,https://www.papalencyclicals.net/pius10/p10law.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius10,
St. Pius X,Tribus Circiter,,1906-04-05,document,html,https://www.papalencyclicals.net/pius10/p10mys.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius10,
St. Pius X,Pieni L’animo,,1906-07-28,document,html,https://www.papalencyclicals.net/pius10/p10clr.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius10,
St. Pius X,Gravissimo Officii Munere,,1906-08-10,document,html,https://www.papalencyclicals.net/pius10/p10fr.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius10,
St. Pius X,Une Fois Encore,,1907-01-06,document,html,https://www.papalencyclicals.net/pius10/p10cst.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius10,
St. Pius X,Lamentabili Sane,,1907-07-03,document,html,https://www.papalencyclicals.net/pius10/p10lamen.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius10,
St. Pius X,Pascendi Dominici Gregis,,1907-09-08,document,html,https://www.papalencyclicals.net/pius10/p10pasce.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius10,
St. Pius X,Praestantia Scripturae,,1907-11-18,document,html,https://www.papalencyclicals.net/pius10/p10prasc.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius10,
St. Pius X,Haerent Animo,,1908-08-04,document,html,https://www.papalencyclicals.net/pius10/p10haer.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius10,
St. Pius X,Communium Rerum,,1909-04-21,document,html,https://www.papalencyclicals.net/pius10/p10ans.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius10,
St. Pius X,Septimo Iam,,1909-10-04,document,html,https://www.papalencyclicals.net/pius10/septimo-iam.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius10,
St. Pius X,Singulari Quadam,,1909-10-04,document,html,https://www.papalencyclicals.net/pius10/p10lab.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius10,
St. Pius X,Editae Saepe,,1910-05-26,document,html,https://www.papalencyclicals.net/pius10/p10cha.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius10,
St. Pius X,Quam Singulari,,1910-08-08,document,html,https://www.papalencyclicals.net/pius10/p10quam.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius10,
St. Pius X,Notre Charge Apostolique,,1910-08-15,document,html,https://www.papalencyclicals.net/pius10/p10notre.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius10,
St. Pius X,The Oath Against Modernism,,1910-09-01,document,html,https://www.papalencyclicals.net/pius10/p10moath.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius10,
St. Pius X,Iamdudum,,1911-05-24,document,html,https://www.papalencyclicals.net/pius10/p10por.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius10,
St. Pius X,Divino Afflatu,,1911-11-01,document,html,https://www.papalencyclicals.net/pius10/p10divino.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius10,
St. Pius X,Lacrimabili Statu,,1912-06-07,document,html,https://www.papalencyclicals.net/pius10/p10ind.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius10,
St. Pius X,Pope St. Pius X,,1914-04-20,document,html,https://www.papalencyclicals.net/pius10/pope-st-pius-x.htm,papalencyclicals,https://www.papalencyclicals.net/category/pius10,
St.John XXIII,Ad Petri Cathedram,"On Truth, Unity and Peace in a Spirit of Charity",1959-06-29,encyclical,html,https://www.papalencyclicals.net/john23/j23petri.htm,papalencyclicals,https://www.papalencyclicals.net/john23,deduped
St.John XXIII,Sacerdotii Nostri Primordia,St. John Vianney,1959-08-01,encyclical,html,https://www.papalencyclicals.net/john23/j23sacer.htm,papalencyclicals,https://www.papalencyclicals.net/john23,deduped
St.John XXIII,Grata Recordatio,Miscellaneous Thoughts,1959-09-26,encyclical,html,https://www.papalencyclicals.net/john23/j23grata.htm,papalencyclicals,https://www.papalencyclicals.net/john23,deduped
St.John XXIII,Princeps Pastorum,The Pope as Christ's Prince of Shepherds,1959-11-28,encyclical,html,https://www.papalencyclicals.net/john23/j23princ.htm,papalencyclicals,https://www.papalencyclicals.net/john23,deduped
St.John XXIII,On Promoting Devotion to the Most Precious Blood,,1960-06-06,encyclical,html,https://www.papalencyclicals.net/john23/j23pb.htm,papalencyclicals,https://www.papalencyclicals.net/john23,deduped
St.John XXIII,Religiosorum institutio,Instruction on the Careful Selection And Training Of Candidates For The States Of Perfection And Sacred Orders,1961-02-02,encyclical,html,https://www.papalencyclicals.net/john23/j23religios.htm,papalencyclicals,https://www.papalencyclicals.net/john23,deduped
St.John XXIII,Le voci che da tutti,For the protection of St Joseph on the Second Vatican Council,1961-03-19,encyclical,html,https://www.papalencyclicals.net/john23/j23levoci.htm,papalencyclicals,https://www.papalencyclicals.net/john23,deduped
St.John XXIII,Mater Et Magistra,Church as Mother and Teacher of All Nations,1961-05-15,encyclical,html,https://www.papalencyclicals.net/john23/j23mater.htm,papalencyclicals,https://www.papalencyclicals.net/john23,deduped
St.John XXIII,Aeterna Dei Sapientia,The Eternal Wisdom of God and Pope Leo I,1961-11-11,encyclical,html,https://www.papalencyclicals.net/john23/j23aeter.htm,papalencyclicals,https://www.papalencyclicals.net/john23,deduped
St.John XXIII,Veterum Sapientia,On the Promotion of the Study of Latin,1962-02-22,encyclical,html,https://www.papalencyclicals.net/john23/j23veterum.htm,papalencyclicals,https://www.papalencyclicals.net/john23,deduped
St.John XXIII,Paenitentiam Agere,Penance for One's Sins,1962-07-01,encyclical,html,https://www.papalencyclicals.net/john23/j23paeni.htm,papalencyclicals,https://www.papalencyclicals.net/john23,deduped
St.John XXIII,Pacem In Terris,Peace on Earth,1963-04-11,encyclical,html,https://www.papalencyclicals.net/john23/j23pacem.htm,papalencyclicals,https://www.papalencyclicals.net/john23,deduped
